2025-07-27 22:29:19.137 [main] INFO  [8ea70baf-3d6a-4e14-864e-068c4294731b] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.271 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.272 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.273 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.274 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 1.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.275 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.276 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-27 22:31:16.277 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-27 22:31:16.278 [main] INFO  [8b99e8e5-b7df-456d-b754-df50f750d673] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
