2025-07-26 13:48:35.064 [main] INFO  [6e0c013c-d805-4336-9116-69f6dcefedda] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.131 [main] INFO  [8d864871-8887-4b06-8277-6760aac09395] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.132 [main] INFO  [befce472-6f12-41ff-8522-f902e895fb43] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.133 [main] INFO  [3df22a30-1e68-4ad3-9ca8-30b262e1b152] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.133 [main] INFO  [3df22a30-1e68-4ad3-9ca8-30b262e1b152] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.134 [main] INFO  [3df22a30-1e68-4ad3-9ca8-30b262e1b152] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 1.00ms
2025-07-26 17:02:11.134 [main] INFO  [3df22a30-1e68-4ad3-9ca8-30b262e1b152] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.142 [main] INFO  [3df22a30-1e68-4ad3-9ca8-30b262e1b152] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 7.00ms
2025-07-26 17:02:11.143 [main] INFO  [3df22a30-1e68-4ad3-9ca8-30b262e1b152] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.143 [main] INFO  [3df22a30-1e68-4ad3-9ca8-30b262e1b152] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.145 [main] INFO  [aebdc931-fc72-4190-b0ed-f50aa8f38e8f] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.145 [main] INFO  [3c04cd3a-3826-464b-9a5e-3f08e59d2ab4] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.145 [main] INFO  [3c04cd3a-3826-464b-9a5e-3f08e59d2ab4] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.145 [main] INFO  [3c04cd3a-3826-464b-9a5e-3f08e59d2ab4] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.146 [main] INFO  [3c04cd3a-3826-464b-9a5e-3f08e59d2ab4] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.146 [main] INFO  [3c04cd3a-3826-464b-9a5e-3f08e59d2ab4] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.147 [main] INFO  [1f587c39-d7fe-492b-94a5-c193b547e87a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.147 [main] INFO  [6480e6a5-81a9-4109-936c-2157199f6856] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.147 [main] INFO  [6480e6a5-81a9-4109-936c-2157199f6856] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.148 [main] INFO  [6480e6a5-81a9-4109-936c-2157199f6856] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.148 [main] INFO  [6480e6a5-81a9-4109-936c-2157199f6856] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.148 [main] INFO  [6480e6a5-81a9-4109-936c-2157199f6856] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.149 [main] INFO  [ed6925e2-c99b-41fb-b010-5c236959922c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.149 [main] INFO  [76ea90e8-d3e7-4879-9058-54c3af9560ec] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.149 [main] INFO  [76ea90e8-d3e7-4879-9058-54c3af9560ec] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.150 [main] INFO  [76ea90e8-d3e7-4879-9058-54c3af9560ec] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.150 [main] INFO  [76ea90e8-d3e7-4879-9058-54c3af9560ec] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.150 [main] INFO  [76ea90e8-d3e7-4879-9058-54c3af9560ec] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.151 [main] INFO  [76ea90e8-d3e7-4879-9058-54c3af9560ec] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.151 [main] INFO  [76ea90e8-d3e7-4879-9058-54c3af9560ec] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.152 [main] INFO  [42448b7a-0729-457b-b51e-091f216db9c7] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.153 [main] INFO  [42448b7a-0729-457b-b51e-091f216db9c7] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: adult
2025-07-26 17:02:11.153 [main] INFO  [42448b7a-0729-457b-b51e-091f216db9c7] d.m.r.core.engine.config.RulesEngine - Rule 'adult' evaluated to true in 0.00ms
2025-07-26 17:02:11.154 [main] INFO  [42448b7a-0729-457b-b51e-091f216db9c7] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: has-email
2025-07-26 17:02:11.154 [main] INFO  [42448b7a-0729-457b-b51e-091f216db9c7] d.m.r.core.engine.config.RulesEngine - Rule 'has-email' evaluated to true in 0.00ms
2025-07-26 17:02:11.155 [main] INFO  [4d17dfa6-7d32-496b-a418-8bc069168d08] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.156 [main] INFO  [4d17dfa6-7d32-496b-a418-8bc069168d08] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.156 [main] WARN  [4d17dfa6-7d32-496b-a418-8bc069168d08] d.m.r.core.engine.config.RulesEngine - Missing parameters for rule 'Check': [invalid]
2025-07-26 17:02:11.158 [main] INFO  [d2901b2e-f519-4ddf-97ad-6a7ea1a8f507] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.159 [main] INFO  [dbe1a38f-f80a-4acd-8841-4f9df5f62619] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.159 [main] INFO  [dbe1a38f-f80a-4acd-8841-4f9df5f62619] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Check
2025-07-26 17:02:11.159 [main] INFO  [dbe1a38f-f80a-4acd-8841-4f9df5f62619] d.m.r.core.engine.config.RulesEngine - Rule 'Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.161 [main] INFO  [14422d2b-6b70-45c0-a27b-7f118d0f1f5d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.161 [main] INFO  [14422d2b-6b70-45c0-a27b-7f118d0f1f5d] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: adult
2025-07-26 17:02:11.161 [main] INFO  [14422d2b-6b70-45c0-a27b-7f118d0f1f5d] d.m.r.core.engine.config.RulesEngine - Rule 'adult' evaluated to true in 0.00ms
2025-07-26 17:02:11.162 [main] INFO  [f8781bf8-7c69-43e6-bf59-dd0ecada6aad] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.168 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.178 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.179 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to true in 0.00ms
2025-07-26 17:02:11.179 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.180 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to true in 0.00ms
2025-07-26 17:02:11.180 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.181 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to true in 1.00ms
2025-07-26 17:02:11.181 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.181 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to true in 0.00ms
2025-07-26 17:02:11.182 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.182 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to false in 0.00ms
2025-07-26 17:02:11.183 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.183 [main] INFO  [75ccd498-337a-4660-977d-bb18865347c3] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to false in 0.00ms
2025-07-26 17:02:11.184 [main] INFO  [27bfeba0-4b66-47f0-b84a-f01a6ab5bc7c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.184 [main] INFO  [27bfeba0-4b66-47f0-b84a-f01a6ab5bc7c] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Premium Eligibility
2025-07-26 17:02:11.187 [main] INFO  [27bfeba0-4b66-47f0-b84a-f01a6ab5bc7c] d.m.r.core.engine.config.RulesEngine - Rule 'Premium Eligibility' evaluated to true in 1.00ms
2025-07-26 17:02:11.188 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.188 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.189 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to true in 1.00ms
2025-07-26 17:02:11.190 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.190 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to true in 0.00ms
2025-07-26 17:02:11.190 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.191 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to true in 1.00ms
2025-07-26 17:02:11.191 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.192 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to false in 0.00ms
2025-07-26 17:02:11.193 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Condition
2025-07-26 17:02:11.193 [main] INFO  [59ab3d5a-5500-4dc0-b67e-6f59e0d7ebeb] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Condition' evaluated to false in 0.00ms
2025-07-26 17:02:11.194 [main] INFO  [6b1acb3a-3faa-4e33-b8f0-b80ded50bf53] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.195 [main] INFO  [6b1acb3a-3faa-4e33-b8f0-b80ded50bf53] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Loan Eligibility
2025-07-26 17:02:11.195 [main] INFO  [6b1acb3a-3faa-4e33-b8f0-b80ded50bf53] d.m.r.core.engine.config.RulesEngine - Rule 'Loan Eligibility' evaluated to true in 0.00ms
2025-07-26 17:02:11.195 [main] INFO  [6b1acb3a-3faa-4e33-b8f0-b80ded50bf53] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Loan Eligibility 2
2025-07-26 17:02:11.195 [main] INFO  [6b1acb3a-3faa-4e33-b8f0-b80ded50bf53] d.m.r.core.engine.config.RulesEngine - Rule 'Loan Eligibility 2' evaluated to false in 0.00ms
2025-07-26 17:02:11.196 [main] INFO  [96cedcf3-d248-4f6d-a7bb-a4d516da6bbc] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.198 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.198 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Required Field Check: name
2025-07-26 17:02:11.198 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Rule 'Required Field Check: name' evaluated to true in 0.00ms
2025-07-26 17:02:11.199 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Required Field Check: email
2025-07-26 17:02:11.199 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Rule 'Required Field Check: email' evaluated to true in 0.00ms
2025-07-26 17:02:11.200 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Required Field Check: name
2025-07-26 17:02:11.200 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Rule 'Required Field Check: name' evaluated to true in 0.00ms
2025-07-26 17:02:11.200 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Required Field Check: email
2025-07-26 17:02:11.201 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Rule 'Required Field Check: email' evaluated to false in 0.00ms
2025-07-26 17:02:11.201 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Required Field Check: name
2025-07-26 17:02:11.201 [main] INFO  [e3c19831-e1fd-4e39-81f0-35821fea3a8a] d.m.r.core.engine.config.RulesEngine - Rule 'Required Field Check: name' evaluated to false in 0.00ms
2025-07-26 17:02:11.202 [main] INFO  [91dd595e-9e47-4f09-842e-1c1f3265e394] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.203 [main] INFO  [91dd595e-9e47-4f09-842e-1c1f3265e394] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Eligibility Check
2025-07-26 17:02:11.203 [main] INFO  [91dd595e-9e47-4f09-842e-1c1f3265e394] d.m.r.core.engine.config.RulesEngine - Rule 'Age Eligibility Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.203 [main] INFO  [91dd595e-9e47-4f09-842e-1c1f3265e394] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Eligibility Check
2025-07-26 17:02:11.203 [main] INFO  [91dd595e-9e47-4f09-842e-1c1f3265e394] d.m.r.core.engine.config.RulesEngine - Rule 'Age Eligibility Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.204 [main] INFO  [91dd595e-9e47-4f09-842e-1c1f3265e394] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Eligibility Check
2025-07-26 17:02:11.204 [main] INFO  [91dd595e-9e47-4f09-842e-1c1f3265e394] d.m.r.core.engine.config.RulesEngine - Rule 'Age Eligibility Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.204 [main] INFO  [91dd595e-9e47-4f09-842e-1c1f3265e394] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Eligibility Check
2025-07-26 17:02:11.204 [main] INFO  [91dd595e-9e47-4f09-842e-1c1f3265e394] d.m.r.core.engine.config.RulesEngine - Rule 'Age Eligibility Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.205 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.207 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Amount Range Check
2025-07-26 17:02:11.207 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Rule 'Amount Range Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.208 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Amount Range Check
2025-07-26 17:02:11.208 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Rule 'Amount Range Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.209 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Amount Range Check
2025-07-26 17:02:11.209 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Rule 'Amount Range Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.210 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Amount Range Check
2025-07-26 17:02:11.210 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Rule 'Amount Range Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.210 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Amount Range Check
2025-07-26 17:02:11.210 [main] INFO  [52900ba6-5e71-4995-8fba-08af287b1c99] d.m.r.core.engine.config.RulesEngine - Rule 'Amount Range Check' evaluated to false in 0.00ms
2025-07-26 17:02:11.211 [main] INFO  [c21851a3-c948-4360-bca8-81b43e0e894f] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.211 [main] INFO  [c21851a3-c948-4360-bca8-81b43e0e894f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Check
2025-07-26 17:02:11.212 [main] INFO  [c21851a3-c948-4360-bca8-81b43e0e894f] d.m.r.core.engine.config.RulesEngine - Rule 'Age Check' evaluated to true in 0.00ms
2025-07-26 17:02:11.212 [main] INFO  [c21851a3-c948-4360-bca8-81b43e0e894f] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Check 2
2025-07-26 17:02:11.212 [main] INFO  [c21851a3-c948-4360-bca8-81b43e0e894f] d.m.r.core.engine.config.RulesEngine - Rule 'Age Check 2' evaluated to false in 0.00ms
2025-07-26 17:02:11.416 [main] INFO  [f5632c22-617b-4f65-bcab-c3641fc31993] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.479 [main] INFO  [470c344e-09f4-4d05-8a29-ee1d72ae176d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.479 [main] INFO  [470c344e-09f4-4d05-8a29-ee1d72ae176d] d.m.r.core.engine.config.RulesEngine - Executing rules for category: demographic
2025-07-26 17:02:11.480 [main] INFO  [470c344e-09f4-4d05-8a29-ee1d72ae176d] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-26 17:02:11.480 [main] INFO  [470c344e-09f4-4d05-8a29-ee1d72ae176d] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-26 17:02:11.480 [main] INFO  [470c344e-09f4-4d05-8a29-ee1d72ae176d] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-26 17:02:11.481 [main] INFO  [d00f2f0d-e00a-40e0-88a1-f455fc50df74] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.481 [main] INFO  [d00f2f0d-e00a-40e0-88a1-f455fc50df74] d.m.r.core.engine.config.RulesEngine - No rule provided for execution
2025-07-26 17:02:11.482 [main] INFO  [b9734149-ebb3-4da0-a683-f3037c440e71] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.482 [main] INFO  [b9734149-ebb3-4da0-a683-f3037c440e71] d.m.r.core.engine.config.RulesEngine - Executing 1 rule groups
2025-07-26 17:02:11.483 [main] INFO  [b9734149-ebb3-4da0-a683-f3037c440e71] d.m.r.core.engine.config.RulesEngine - Rule group matched: Credit Check
2025-07-26 17:02:11.483 [main] INFO  [558e38eb-c625-4cbe-8a84-6ab3eca0c23c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.483 [main] INFO  [558e38eb-c625-4cbe-8a84-6ab3eca0c23c] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Age Rule
2025-07-26 17:02:11.483 [main] INFO  [558e38eb-c625-4cbe-8a84-6ab3eca0c23c] d.m.r.core.engine.config.RulesEngine - Rule 'Age Rule' evaluated to false in 0.00ms
2025-07-26 17:02:11.485 [main] INFO  [e97ed2f4-b1a8-4fad-8040-207bd109bcc4] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.485 [main] INFO  [e97ed2f4-b1a8-4fad-8040-207bd109bcc4] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-26 17:02:11.486 [main] INFO  [aaa13558-9494-40fe-aa0f-fb3b861776cf] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.486 [main] INFO  [aaa13558-9494-40fe-aa0f-fb3b861776cf] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-26 17:02:11.487 [main] INFO  [b43ed823-1635-477f-aa83-dadd5e4f17e8] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.488 [main] INFO  [b43ed823-1635-477f-aa83-dadd5e4f17e8] d.m.r.core.engine.config.RulesEngine - Executing rules for category: nonExistentCategory
2025-07-26 17:02:11.488 [main] INFO  [b43ed823-1635-477f-aa83-dadd5e4f17e8] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-26 17:02:11.488 [main] INFO  [849ec591-e49d-44ee-ac92-8a8d2670d68e] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.489 [main] INFO  [028b6762-4579-4a3e-be12-a22df077a801] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.489 [main] INFO  [028b6762-4579-4a3e-be12-a22df077a801] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-26 17:02:11.489 [main] INFO  [028b6762-4579-4a3e-be12-a22df077a801] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-26 17:02:11.489 [main] INFO  [dc03560a-e87a-4354-a065-8eb32f4abd0d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.490 [main] INFO  [dc03560a-e87a-4354-a065-8eb32f4abd0d] d.m.r.core.engine.config.RulesEngine - Executing 1 rules/rule groups
2025-07-26 17:02:11.490 [main] INFO  [dc03560a-e87a-4354-a065-8eb32f4abd0d] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-26 17:02:11.490 [main] INFO  [dc03560a-e87a-4354-a065-8eb32f4abd0d] d.m.r.core.engine.config.RulesEngine - No rules matched
2025-07-26 17:02:11.490 [main] INFO  [effbddd4-2d8f-434e-b3fa-d02117f54551] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.491 [main] INFO  [effbddd4-2d8f-434e-b3fa-d02117f54551] d.m.r.core.engine.config.RulesEngine - No rules provided for execution
2025-07-26 17:02:11.491 [main] INFO  [edf3347a-eeea-47f3-a6a9-16e6c231b323] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-26 17:02:11.491 [main] INFO  [edf3347a-eeea-47f3-a6a9-16e6c231b323] d.m.r.core.engine.config.RulesEngine - Executing 1 rules
2025-07-26 17:02:11.491 [main] INFO  [edf3347a-eeea-47f3-a6a9-16e6c231b323] d.m.r.core.engine.config.RulesEngine - Rule matched: Age Rule
2025-07-26 17:02:11.492 [main] INFO  [e2d7544d-e91b-4a9d-857a-d1cd8215a863] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
