2025-07-27 21:54:49.242 [main] INFO  [7b2bb83f-5a13-4d8e-9a47-4544df693e3c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.748 [main] INFO  [9b942915-c356-45ff-a977-0c8723839768] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.748 [main] INFO  [dfc4c1b2-4df2-4bda-ab76-456d74dc7d94] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.748 [main] INFO  [4b42b3eb-20df-4df6-93de-e0220e56885d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.748 [main] INFO  [1f811e8a-8e5d-41c2-88e2-86f07c3ea19a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.749 [main] INFO  [02ca527a-8610-4ea9-a274-87b06ef85848] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.749 [main] INFO  [c5e0e845-e43e-4376-8754-3fe1e7ec9362] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.749 [main] INFO  [d8676c46-41bc-4447-8313-97f082e91f54] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.749 [main] INFO  [42b8c343-f3ed-4c4a-a05d-c3f84592fbf4] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.749 [main] INFO  [4487969e-c8af-49a6-89a2-2cef17f0f8a4] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.749 [main] INFO  [aa9f2dc7-c889-43a4-87a5-512ab5a9ee1e] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.750 [main] INFO  [6c23feac-0c85-41d2-b816-a049e5c29b99] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.750 [main] INFO  [3fcccd08-31ab-49fa-a0bd-c25de506d028] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.750 [main] INFO  [18fd6a11-175d-4cb6-ae50-5e6f9aa924c5] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.750 [main] INFO  [224d76f1-0877-45ea-bcec-f9d4498630ab] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.751 [main] INFO  [67e88286-3029-4de8-ac2d-ed29333d0046] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.751 [main] INFO  [2c835a04-149b-4508-bea9-fdce4953f425] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.765 [main] INFO  [514dbe9a-4825-432b-a719-b0ed267cf87d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.765 [main] INFO  [c166446d-8a24-4faf-9779-cd57eab9fd1e] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.766 [main] INFO  [cb771d4c-9e20-45fe-8c1d-6ccb94eab139] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.766 [main] INFO  [d5e9f6af-4981-4f08-bef4-9859c112cc64] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.766 [main] INFO  [16ab227d-1e53-4c7a-a327-874d0ed5f753] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.766 [main] INFO  [af896eaa-b23e-464f-bb17-d6139b43ec97] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.767 [main] INFO  [4e97ebbe-0fdb-4d15-be92-b8ad45095cb2] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.767 [main] INFO  [f8d93c45-2bd9-4215-8b8f-849f2bd714c4] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.768 [main] INFO  [577be645-ba87-47d3-b1b1-4be68830226d] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.768 [main] INFO  [b939b80e-8b35-4b70-b5ec-8cac12dc119c] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.768 [main] INFO  [8144d79e-ac10-4959-91c8-12bb04a969c9] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.768 [main] INFO  [9f25cae9-df2f-4168-8849-19e5865845f6] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.769 [main] INFO  [ba8f1a3d-aacc-4550-838c-a8f3aa1222bf] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.769 [main] INFO  [4ca893c8-58b9-49fc-bd7f-2e6dc0108d40] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.769 [main] INFO  [10254c28-6e5f-470f-a2da-ffed194148bd] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.769 [main] INFO  [f21579ae-8f63-4bd6-8cfd-5eba30fe1d20] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.769 [main] INFO  [187e3a89-26d1-4727-ac03-d350770186d3] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.769 [main] INFO  [7323230c-dd71-49e5-ae1d-44630191bded] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.781 [main] INFO  [c8a7107e-d397-41c5-a248-7209482a89eb] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.782 [main] INFO  [c8a7107e-d397-41c5-a248-7209482a89eb] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Simple Test Rule
2025-07-27 22:28:00.782 [main] INFO  [c8a7107e-d397-41c5-a248-7209482a89eb] d.m.r.core.engine.config.RulesEngine - Rule 'Simple Test Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.783 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-27 22:28:00.784 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 1
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 1' evaluated to true in 0.00ms
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Global Test 2
2025-07-27 22:28:00.785 [main] INFO  [f79a94ed-a2cc-4062-999a-5b08f659bb86] d.m.r.core.engine.config.RulesEngine - Rule 'Global Test 2' evaluated to true in 0.00ms
2025-07-27 22:28:00.787 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.787 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.788 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 1.00ms
2025-07-27 22:28:00.788 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.788 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.788 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.788 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-27 22:28:00.788 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.788 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.788 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.788 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-27 22:28:00.789 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.790 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.791 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-27 22:28:00.791 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.791 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.791 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Fast Rule
2025-07-27 22:28:00.791 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Fast Rule' evaluated to false in 0.00ms
2025-07-27 22:28:00.791 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Slow Rule
2025-07-27 22:28:00.792 [main] INFO  [294e66dc-7afa-4430-b46b-66cc9e21a16e] d.m.r.core.engine.config.RulesEngine - Rule 'Slow Rule' evaluated to true in 0.00ms
2025-07-27 22:28:00.804 [main] INFO  [e91f68df-9648-46b0-94f8-27bddd6757fa] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.805 [main] INFO  [753f3161-90a0-44fd-ac8d-7f3114df5084] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.806 [main] INFO  [81725e87-1dfd-4d8e-ba25-7b5f78477a2a] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.808 [main] INFO  [33d61959-11f7-4341-a69b-cc0a7af576e5] d.m.r.core.engine.config.RulesEngine - Configuration [RulesEngine]: Initialized with configuration: RulesEngineConfiguration
2025-07-27 22:28:00.808 [main] INFO  [33d61959-11f7-4341-a69b-cc0a7af576e5] d.m.r.core.engine.config.RulesEngine - Starting evaluation of rule: Error Rule
2025-07-27 22:28:00.809 [main] WARN  [33d61959-11f7-4341-a69b-cc0a7af576e5] d.m.r.core.engine.config.RulesEngine - Error evaluating rule 'Error Rule': EL1011E: Method call: Attempted to call method someMethod() on null context object
org.springframework.expression.spel.SpelEvaluationException: EL1011E: Method call: Attempted to call method someMethod() on null context object
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.MethodReference.throwIfNotNullSafe(MethodReference.java:167)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.MethodReference.getValueRef(MethodReference.java:96)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.CompoundExpression.getValueRef(CompoundExpression.java:75)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.CompoundExpression.getValueInternal(CompoundExpression.java:96)
	at spring.expression@6.2.1/org.springframework.expression.spel.ast.SpelNodeImpl.getTypedValue(SpelNodeImpl.java:121)
	at spring.expression@6.2.1/org.springframework.expression.spel.standard.SpelExpression.getValue(SpelExpression.java:309)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.engine.config.RulesEngine.executeRule(RulesEngine.java:202)
	at dev.mars.rulesengine.core@1.0-SNAPSHOT/dev.mars.rulesengine.core.service.monitoring.RulePerformanceMonitorTest.testRuleWithException(RulePerformanceMonitorTest.java:260)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.junit.platform.commons.util.ReflectionUtils.invokeMethod(ReflectionUtils.java:767)
	at org.junit.jupiter.engine.execution.MethodInvocation.proceed(MethodInvocation.java:60)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$ValidatingInvocation.proceed(InvocationInterceptorChain.java:131)
	at org.junit.jupiter.engine.extension.TimeoutExtension.intercept(TimeoutExtension.java:156)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestableMethod(TimeoutExtension.java:147)
	at org.junit.jupiter.engine.extension.TimeoutExtension.interceptTestMethod(TimeoutExtension.java:86)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker$ReflectiveInterceptorCall.lambda$ofVoidMethod$0(InterceptingExecutableInvoker.java:103)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.lambda$invoke$0(InterceptingExecutableInvoker.java:93)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain$InterceptedInvocation.proceed(InvocationInterceptorChain.java:106)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.proceed(InvocationInterceptorChain.java:64)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.chainAndInvoke(InvocationInterceptorChain.java:45)
	at org.junit.jupiter.engine.execution.InvocationInterceptorChain.invoke(InvocationInterceptorChain.java:37)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:92)
	at org.junit.jupiter.engine.execution.InterceptingExecutableInvoker.invoke(InterceptingExecutableInvoker.java:86)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.lambda$invokeTestMethod$8(TestMethodTestDescriptor.java:217)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.invokeTestMethod(TestMethodTestDescriptor.java:213)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:138)
	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.execute(TestMethodTestDescriptor.java:68)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:156)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:146)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:144)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:143)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:160)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:146)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:144)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:143)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1597)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.invokeAll(SameThreadHierarchicalTestExecutorService.java:41)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$6(NodeTestTask.java:160)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$8(NodeTestTask.java:146)
	at org.junit.platform.engine.support.hierarchical.Node.around(Node.java:137)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$executeRecursively$9(NodeTestTask.java:144)
	at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.executeRecursively(NodeTestTask.java:143)
	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.submit(SameThreadHierarchicalTestExecutorService.java:35)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestExecutor.execute(HierarchicalTestExecutor.java:57)
	at org.junit.platform.engine.support.hierarchical.HierarchicalTestEngine.execute(HierarchicalTestEngine.java:54)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:198)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:169)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:93)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.lambda$execute$0(EngineExecutionOrchestrator.java:58)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.withInterceptedStreams(EngineExecutionOrchestrator.java:141)
	at org.junit.platform.launcher.core.EngineExecutionOrchestrator.execute(EngineExecutionOrchestrator.java:57)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:103)
	at org.junit.platform.launcher.core.DefaultLauncher.execute(DefaultLauncher.java:85)
	at org.junit.platform.launcher.core.DelegatingLauncher.execute(DelegatingLauncher.java:47)
	at org.apache.maven.surefire.junitplatform.LazyLauncher.execute(LazyLauncher.java:56)
